Channel,DateFrom,DateTime,DateTo,identifier,Price,Section,source_timestamp
VPH,2018-12-13T21:26:06.000Z,2018-12-13T21:26:39.823Z,2018-12-14T07:02:00.000Z,2cbec010-fc21-4be9-af38-9e0e521b2c05,21,P6-1311,2018-12-13 21:26:39.823
PARKMACHINE,2018-12-13T21:25:53.077Z,2018-12-13T21:26:22.190Z,2018-12-13T21:55:53.077Z,cab2fa24-a073-40c7-bbd9-759ff3cb165f,20,P3-0109,2018-12-13 21:26:22.19
VPH,2018-12-13T21:25:25.000Z,2018-12-13T21:25:58.847Z,2018-12-13T22:01:25.000Z,da966296-1fd6-4f51-8106-2f5d2b550358,24,P1-0468,2018-12-13 21:25:58.847
VPH,2018-12-13T21:24:48.000Z,2018-12-13T21:25:37.863Z,2018-12-13T22:09:48.000Z,811f8437-6566-4f08-bbe2-0f6cc3ca4219,30,P1-0607,2018-12-13 21:25:37.863
VPH,2018-12-13T21:23:54.000Z,2018-12-13T21:25:27.880Z,2018-12-13T22:38:54.000Z,3f2edc83-c5f4-45fd-b8d4-5c3e821077c4,50,P1-0375,2018-12-13 21:25:27.88
PARKMACHINE,2018-12-13T21:24:36.417Z,2018-12-13T21:24:52.113Z,2018-12-13T22:09:36.417Z,2fe9f361-ca24-41eb-9e62-99e890e2b45b,30,P1-0422,2018-12-13 21:24:52.113
VPH,2018-12-13T21:22:05.000Z,2018-12-13T21:23:33.003Z,2018-12-14T07:04:00.000Z,83943a6d-5dbe-4c85-aa9c-26a38f6b7448,22,P6-0398,2018-12-13 21:23:33.003
VPH,2018-12-13T21:22:06.000Z,2018-12-13T21:23:31.533Z,2018-12-14T09:00:06.000Z,fb0b318d-82af-47f7-bb69-7b94ae55af55,289,P3-0115,2018-12-13 21:23:31.533
PARKMACHINE,2018-12-13T21:21:56.287Z,2018-12-13T21:22:08.427Z,2018-12-14T07:00:00.000Z,0c2a2f07-a9dd-41d4-8bc4-645df5d1f619,65,P1-0447,2018-12-13 21:22:08.427
VPH,2018-12-13T21:19:15.000Z,2018-12-13T21:21:57.253Z,2018-12-14T10:00:00.000Z,0a0cdbf8-e5d5-4560-a1d9-b68ed35b4ea2,80,P6-1463,2018-12-13 21:21:57.253
VPH,2018-12-13T21:20:24.000Z,2018-12-13T21:20:49.550Z,2018-12-14T05:00:00.000Z,41ca0504-62e0-4a4e-b166-9cd655aec629,20,P6-1261,2018-12-13 21:20:49.55
VPH,2018-12-13T21:17:37.000Z,2018-12-13T21:20:15.783Z,2018-12-14T23:01:00.000Z,e91cac6b-c26f-4870-be2d-e3c6728cd070,280,P6-0296,2018-12-13 21:20:15.783
PARKMACHINE,2018-12-13T21:20:32.127Z,2018-12-13T21:19:58.737Z,2018-12-13T21:50:32.127Z,ecf34965-9398-4548-8633-5d0603b033c8,20,P1-0336,2018-12-13 21:19:58.737
VPH,2018-12-13T21:19:09.000Z,2018-12-13T21:19:55.987Z,2018-12-13T21:34:09.000Z,c392ba60-4a20-4d55-afd7-4561617095e1,10,P7-0103,2018-12-13 21:19:55.987
VPH,2018-12-13T21:19:22.000Z,2018-12-13T21:19:33.190Z,2018-12-14T08:30:00.000Z,2aea6e2f-f7a3-4b15-b2e0-a8c5d81264c8,30,P5-1121,2018-12-13 21:19:33.19
VPH,2018-12-13T21:18:02.000Z,2018-12-13T21:18:44.737Z,2018-12-14T07:03:00.000Z,dc9408f3-ed73-4ed8-a478-7f8883dae193,21,P6-0252,2018-12-13 21:18:44.737
VPH,2018-12-13T21:18:16.000Z,2018-12-13T21:18:39.503Z,2018-12-14T13:45:00.000Z,13d8019e-7fd7-4b66-a4ef-76d25e90b276,135,P4-0113,2018-12-13 21:18:39.503
VPH,2018-12-13T21:17:14.000Z,2018-12-13T21:18:02.487Z,2018-12-14T07:05:14.000Z,9211f244-2f40-4cca-a5b8-0e809d8a6ce7,117,P3-0624,2018-12-13 21:18:02.487
VPH,2018-12-13T21:15:58.000Z,2018-12-13T21:17:46.223Z,2018-12-13T22:15:58.000Z,15527f2d-eb49-4abc-a375-1b5a267651e7,40,P1-0133,2018-12-13 21:17:46.223
VPH,2018-12-13T21:16:20.000Z,2018-12-13T21:17:41.520Z,2018-12-13T21:46:20.000Z,1eddc229-a040-4214-9b1d-a34e0a52079a,20,P1-0322,2018-12-13 21:17:41.52
PARKMACHINE,2018-12-13T21:17:18.237Z,2018-12-13T21:17:40.660Z,2018-12-13T22:17:18.237Z,d5227c39-c641-4726-a4c6-73f37111ea75,80,P1-0200,2018-12-13 21:17:40.66
PARKMACHINE,2018-12-13T21:25:54.193Z,2018-12-13T21:17:24.520Z,2018-12-13T22:10:54.193Z,f5c5cbab-5c76-44cf-a962-2e3beb6f90bf,30,P1-0422,2018-12-13 21:17:24.52
VPH,2018-12-13T21:14:25.000Z,2018-12-13T21:15:48.923Z,2018-12-14T07:02:25.000Z,9347be23-af51-4335-bac7-086701632363,234,P3-0155,2018-12-13 21:15:48.923
VPH,2018-12-13T21:13:22.000Z,2018-12-13T21:14:43.440Z,2018-12-14T10:30:00.000Z,12919190-dfab-4695-ae76-c8d09144d24d,140,P2-0334,2018-12-13 21:14:43.44
VPH,2018-12-13T21:12:14.000Z,2018-12-13T21:14:20.893Z,2018-12-14T00:12:14.000Z,158d4ffc-637e-4953-a863-8d7d3106c64e,120,P7-0062,2018-12-13 21:14:20.893
PARKMACHINE,2018-12-13T21:13:09.797Z,2018-12-13T21:14:05.283Z,2018-12-14T09:00:00.000Z,1d8e5345-aab4-47af-b360-d6ca27c698c9,40,P6-1365,2018-12-13 21:14:05.283
PARKMACHINE,2018-12-13T21:13:42.527Z,2018-12-13T21:14:04.737Z,2018-12-14T11:00:00.000Z,9e1f4061-2d41-43c8-abc1-3b170ccb1245,80,P4-1744,2018-12-13 21:14:04.737
PARKMACHINE,2018-12-13T21:14:58.187Z,2018-12-13T21:13:15.597Z,2018-12-13T22:29:58.187Z,20b3bd68-e8a8-434f-8278-d353d206e183,50,P1-0362,2018-12-13 21:13:15.597
PARKMACHINE,2018-12-13T21:12:54.293Z,2018-12-13T21:13:06.017Z,2018-12-14T07:30:00.000Z,32dc3285-740f-47c1-aeb3-6738431cac6c,15,P5-1405,2018-12-13 21:13:06.017
PARKMACHINE,2018-12-13T21:12:26.667Z,2018-12-13T21:12:47.470Z,2018-12-13T21:27:26.667Z,cb9923d7-3d47-41c6-87ec-1029eed67c6a,15,P7-0075,2018-12-13 21:12:47.47
VPH,2018-12-13T21:11:56.000Z,2018-12-13T21:12:18.830Z,2018-12-13T22:01:26.000Z,b3851134-eadb-444c-83e3-3e5ba14570cc,33,P1-0462,2018-12-13 21:12:18.83
VPH,2018-12-13T21:11:25.000Z,2018-12-13T21:12:16.253Z,2018-12-13T22:57:55.000Z,663a574e-18e2-4c6e-93b3-55277cc4dcdc,71,P1-0308,2018-12-13 21:12:16.253
VPH,2018-12-13T21:10:05.000Z,2018-12-13T21:11:26.220Z,2018-12-13T21:25:05.000Z,8593f848-5c5b-4721-b8b6-651d37946b4d,10,P1-0411,2018-12-13 21:11:26.22
PARKMACHINE,2018-12-13T21:11:05.547Z,2018-12-13T21:11:20.967Z,2018-12-13T21:26:05.547Z,eeccf50e-c52f-400b-8866-8924d1b806eb,20,P1-0586,2018-12-13 21:11:20.967
PARKMACHINE,2018-12-13T21:10:41.577Z,2018-12-13T21:11:13.450Z,2018-12-14T18:45:00.000Z,2161b153-19c9-484b-b6fb-c5d92187a0da,543,P1-0462,2018-12-13 21:11:13.45
PARKMACHINE,2018-12-13T21:10:39.523Z,2018-12-13T21:10:57.200Z,2018-12-13T22:10:39.523Z,59c0ea03-7025-44f2-846a-ee8df5d92838,80,P1-0323,2018-12-13 21:10:57.2
VPH,2018-12-13T21:10:44.000Z,2018-12-13T21:10:54.373Z,2018-12-13T21:55:44.000Z,80d5e831-8e64-447e-bf85-49bf7c602dc6,30,P1-0462,2018-12-13 21:10:54.373
VPH,2018-12-13T21:08:31.000Z,2018-12-13T21:10:48.717Z,2018-12-14T07:02:31.000Z,bab84563-f7f7-48b1-9165-9f4d96158c95,76,P1-0468,2018-12-13 21:10:48.717
VPH,2018-12-13T21:10:17.000Z,2018-12-13T21:10:34.573Z,2018-12-14T05:00:00.000Z,2b90140c-c2d4-48b3-8831-4703810a792d,20,P6-1437,2018-12-13 21:10:34.573
PARKMACHINE,2018-12-13T21:10:06.073Z,2018-12-13T21:10:18.903Z,2018-12-13T21:25:06.073Z,89a0c329-3873-4367-a5ee-542ae403a1c2,20,P1-0269,2018-12-13 21:10:18.903
VPH,2018-12-13T21:10:09.000Z,2018-12-13T21:10:13.323Z,2018-12-13T21:25:09.000Z,b40bdd40-f1b8-4975-bff1-0ff4a0af3b31,10,P1-0602,2018-12-13 21:10:13.323
VPH,2018-12-13T21:09:12.000Z,2018-12-13T21:09:56.480Z,2018-12-13T22:54:12.000Z,6a87cd57-f09e-4fd6-af60-d8b2fed32261,70,P1-0493,2018-12-13 21:09:56.48
PARKMACHINE,2018-12-13T21:09:39.007Z,2018-12-13T21:09:48.840Z,2018-12-13T21:24:39.007Z,dfd217b8-7c92-4bb7-af22-b06040c0b704,10,P2-0596,2018-12-13 21:09:48.84
PARKMACHINE,2018-12-13T21:08:52.527Z,2018-12-13T21:09:08.997Z,2018-12-14T07:00:00.000Z,6b17ba15-07c9-4a17-929b-1a7a2bacdf5d,20,P6-0759,2018-12-13 21:09:08.997
PARKMACHINE,2018-12-13T21:08:35.563Z,2018-12-13T21:09:02.200Z,2018-12-13T21:38:35.563Z,d81a458c-9008-4146-a12f-0c6646600c8e,40,P1-0244,2018-12-13 21:09:02.2
VPH,2018-12-13T21:08:24.000Z,2018-12-13T21:08:26.637Z,2018-12-14T07:40:00.000Z,b9b94ee7-00b4-4bf6-bebd-6603ac35ad2b,20,P2-0144,2018-12-13 21:08:26.637
PARKMACHINE,2018-12-13T21:07:36.193Z,2018-12-13T21:07:53.997Z,2018-12-13T23:22:36.193Z,4dc74ea1-dfb3-4716-8dd8-f91a2233d0c5,68,P3-0232,2018-12-13 21:07:53.997
PARKMACHINE,2018-12-13T21:07:23.300Z,2018-12-13T21:07:35.107Z,2018-12-13T22:07:23.300Z,f7990778-8172-4566-8312-80b711e10afb,80,P1-0483,2018-12-13 21:07:35.107
PARKMACHINE,2018-12-13T21:32:59.057Z,2018-12-13T21:06:23.340Z,2018-12-13T22:32:59.057Z,73a573d1-3f7a-4de9-8d26-ab4aa6d33e23,30,P3-0399,2018-12-13 21:06:23.34
PARKMACHINE,2018-12-13T21:05:40.707Z,2018-12-13T21:06:09.370Z,2018-12-13T23:05:40.707Z,125af9ba-a47c-4df3-8616-51169f12850b,20,P6-1437,2018-12-13 21:06:09.37
PARKMACHINE,2018-12-13T21:09:04.110Z,2018-12-13T21:05:24.573Z,2018-12-13T21:24:04.110Z,b7d12843-337a-47fb-a018-94ee1de8f9c6,10,P7-0128,2018-12-13 21:05:24.573
PARKMACHINE,2018-12-13T21:05:06.293Z,2018-12-13T21:05:23.950Z,2018-12-14T07:00:00.000Z,f645ecd1-eeaa-4ada-92f0-32daba097f95,20,P6-0759,2018-12-13 21:05:23.95
VPH,2018-12-13T21:05:07.000Z,2018-12-13T21:05:22.043Z,2018-12-13T22:50:07.000Z,f5fb35d6-2006-48e5-9f60-e96dcbab816c,70,P1-0505,2018-12-13 21:05:22.043
VPH,2018-12-13T21:04:39.000Z,2018-12-13T21:05:13.060Z,2018-12-13T21:42:09.000Z,98fe8833-0ae0-4625-91ce-9613c178cc41,25,P1-0447,2018-12-13 21:05:13.06
PARKMACHINE,2018-12-13T21:04:29.140Z,2018-12-13T21:04:47.777Z,2018-12-13T21:34:29.140Z,a69c2202-b637-4122-a335-083962ee2002,30,P7-0034,2018-12-13 21:04:47.777
VPH,2018-12-13T21:02:10.000Z,2018-12-13T21:04:39.963Z,2018-12-14T13:00:00.000Z,843f95f9-ed75-4420-9702-cb51adaf1768,180,P5-1431,2018-12-13 21:04:39.963
VPH,2018-12-13T21:03:31.000Z,2018-12-13T21:03:55.260Z,2018-12-14T05:00:00.000Z,1a3f4b8f-590b-4616-834e-8604fbce0649,20,P6-0630,2018-12-13 21:03:55.26
PARKMACHINE,2018-12-13T21:03:17.597Z,2018-12-13T21:03:44.760Z,2018-12-13T22:03:17.597Z,a3855ce2-52bc-4b92-98ae-a8551b5fe447,60,P6-0507,2018-12-13 21:03:44.76
VPH,2018-12-13T21:02:42.000Z,2018-12-13T21:03:23.497Z,2018-12-14T09:07:30.000Z,ed34cc2c-923c-491d-b109-c861a393ab61,85,P2-0349,2018-12-13 21:03:23.497
VPH,2018-12-13T21:03:15.000Z,2018-12-13T21:03:14.810Z,2018-12-14T08:00:00.000Z,e8ee9b3f-1f21-4009-b774-709e831632cd,20,P4-0247,2018-12-13 21:03:14.81
VPH,2018-12-13T21:01:28.000Z,2018-12-13T21:02:51.417Z,2018-12-14T13:50:00.000Z,71d79432-6a5e-4adf-97c7-797e8465988a,205,P8-0260,2018-12-13 21:02:51.417
PARKMACHINE,2018-12-13T21:01:03.797Z,2018-12-13T21:01:50.870Z,2018-12-13T23:01:03.797Z,30c0ccde-d472-43f4-b9b6-63b416362f44,120,P2-0446,2018-12-13 21:01:50.87
PARKMACHINE,2018-12-13T21:01:10.280Z,2018-12-13T21:01:27.230Z,2018-12-13T22:01:10.280Z,f1f89fcf-c0df-4494-b624-de7ce028f1b1,60,P2-0347,2018-12-13 21:01:27.23
VPH,2018-12-13T20:59:40.000Z,2018-12-13T21:01:09.887Z,2018-12-13T22:14:40.000Z,9b2cf80c-37bc-4827-9ca0-f9ceb9582265,50,P1-0607,2018-12-13 21:01:09.887
PARKMACHINE,2018-12-13T21:00:04.257Z,2018-12-13T21:00:49.353Z,2018-12-14T07:00:00.000Z,a6b1670a-b6fa-480f-b24f-2818007c2416,80,P1-0468,2018-12-13 21:00:49.353
VPH,2018-12-13T20:59:40.000Z,2018-12-13T21:00:46.167Z,2018-12-14T07:02:00.000Z,6012ca47-64e7-416a-b0ce-97225cb16d9e,21,P6-1173,2018-12-13 21:00:46.167
VPH,2018-12-13T20:58:47.000Z,2018-12-13T21:00:23.807Z,2018-12-13T22:45:17.000Z,5a64b6b3-40ce-4681-a668-2952ea19da0f,71,P1-0555,2018-12-13 21:00:23.807
PARKMACHINE,2018-12-13T20:59:50.170Z,2018-12-13T21:00:12.950Z,2018-12-13T21:59:50.170Z,6d27fc54-bfc1-437e-b09c-6fac40d41070,80,P1-0355,2018-12-13 21:00:12.95
VPH,2018-12-13T20:59:52.000Z,2018-12-13T20:59:58.307Z,2018-12-13T21:14:52.000Z,f740fb31-1b88-44a2-9c09-6645fb8cfc14,10,P1-0362,2018-12-13 20:59:58.307
VPH,2018-12-13T20:59:56.000Z,2018-12-13T20:59:44.090Z,2018-12-14T08:15:00.000Z,98f3fe3c-dedb-40f4-a4b4-a2ce6fdc144c,50,P7-0067,2018-12-13 20:59:44.09
VPH,2018-12-13T20:58:30.000Z,2018-12-13T20:59:29.543Z,2018-12-14T07:01:30.000Z,0e77ce20-1bb5-44bb-8f97-ce64d2aa21e7,82,P1-0221,2018-12-13 20:59:29.543
PARKMACHINE,2018-12-13T20:58:55.343Z,2018-12-13T20:59:20.573Z,2018-12-14T07:30:00.000Z,b5109572-f6f3-4ac1-b482-92dac8ea6bad,30,P6-1190,2018-12-13 20:59:20.573
VPH,2018-12-13T20:57:26.000Z,2018-12-13T20:57:51.793Z,2018-12-13T21:27:26.000Z,6c0335de-861f-4ce0-9d67-03825dfde2a7,5,P6-0477,2018-12-13 20:57:51.793
VPH,2018-12-13T20:57:31.000Z,2018-12-13T20:57:40.510Z,2018-12-13T21:57:31.000Z,c3a3ed23-2486-4d96-8a17-659b6436651a,40,P7-0145,2018-12-13 20:57:40.51
PARKMACHINE,2018-12-13T20:56:51.983Z,2018-12-13T20:56:57.213Z,2018-12-13T21:56:51.983Z,f0f0ca59-9838-41bc-b917-2efe68200fd4,80,P1-0539,2018-12-13 20:56:57.213
PARKMACHINE,2018-12-13T20:55:59.843Z,2018-12-13T20:56:38.697Z,2018-12-14T07:15:00.000Z,6b442d26-f4e7-4348-96fb-05845f18c4b0,93,P1-0417,2018-12-13 20:56:38.697
PARKMACHINE,2018-12-13T20:56:23.247Z,2018-12-13T20:56:38.213Z,2018-12-14T07:30:00.000Z,86d9b829-6c93-48b4-8632-c918db39c248,14,P8-0140,2018-12-13 20:56:38.213
VPH,2018-12-13T20:56:05.000Z,2018-12-13T20:55:52.830Z,2018-12-13T21:41:05.000Z,1dc9f9c6-2f4b-4a6e-8c1e-9d07b4d11cd8,30,P1-0540,2018-12-13 20:55:52.83
VPH,2018-12-13T20:54:15.000Z,2018-12-13T20:55:50.343Z,2018-12-14T07:07:30.000Z,19f4dc33-92eb-41ae-82bd-fc14b7741954,25,P6-1193,2018-12-13 20:55:50.343
VPH,2018-12-13T20:53:27.000Z,2018-12-13T20:55:01.657Z,2018-12-14T09:00:00.000Z,8fae30d6-1742-4c2e-9fa2-037104d714bf,60,P8-0146,2018-12-13 20:55:01.657
VPH,2018-12-13T20:49:18.000Z,2018-12-13T20:51:29.750Z,2018-12-14T10:00:00.000Z,98836f5d-9c8d-4fb3-9aca-c1026112dd5a,90,P5-1370,2018-12-13 20:51:29.75
PARKMACHINE,2018-12-14T07:45:00.000Z,2018-12-13T20:50:45.970Z,2018-12-14T09:15:00.000Z,46ede5f7-eb23-47b1-913e-e538935d7373,60,P4-1644,2018-12-13 20:50:45.97
PARKMACHINE,2018-12-13T20:49:57.847Z,2018-12-13T20:50:26.500Z,2018-12-13T22:19:57.847Z,85e953f3-1ad8-416b-be59-dc456cc50257,90,P2-0466,2018-12-13 20:50:26.5
PARKMACHINE,2018-12-13T20:49:29.607Z,2018-12-13T20:49:47.670Z,2018-12-14T10:00:00.000Z,1fa8f687-c4ba-4c4e-a59e-12f4c419033b,120,P8-1463,2018-12-13 20:49:47.67
VPH,2018-12-13T20:49:03.000Z,2018-12-13T20:49:39.250Z,2018-12-14T08:30:00.000Z,d852f9fd-e219-4673-ba13-539bb5a1a605,50,P6-1315,2018-12-13 20:49:39.25
PARKMACHINE,2018-12-13T21:04:20.733Z,2018-12-13T20:49:33.077Z,2018-12-13T22:04:20.733Z,02f7fa15-65a0-4c94-b897-b8a8592cc337,40,P7-0055,2018-12-13 20:49:33.077
VPH,2018-12-13T20:47:51.000Z,2018-12-13T20:48:57.577Z,2018-12-13T22:32:51.000Z,910115e9-50c5-482e-913f-195e74e5137e,70,P1-0596,2018-12-13 20:48:57.577
VPH,2018-12-13T20:48:24.000Z,2018-12-13T20:48:50.453Z,2018-12-14T08:00:00.000Z,5c30bae4-3c84-464d-b4a2-66119bba831c,40,P2-0285,2018-12-13 20:48:50.453
VPH,2018-12-13T20:46:27.000Z,2018-12-13T20:48:42.657Z,2018-12-13T21:46:27.000Z,f634af16-4a05-427b-b110-b62953752f46,40,P1-0304,2018-12-13 20:48:42.657
VPH,2018-12-13T20:46:38.000Z,2018-12-13T20:48:25.203Z,2018-12-13T21:16:38.000Z,1e213ac0-d39d-43df-b011-8556a20575b7,20,P1-0375,2018-12-13 20:48:25.203
PARKMACHINE,2018-12-13T20:47:35.710Z,2018-12-13T20:47:49.093Z,2018-12-14T08:30:00.000Z,6bb48691-8d59-402d-bd5f-287695c9f12c,30,P5-1461,2018-12-13 20:47:49.093
PARKMACHINE,2018-12-13T20:46:24.677Z,2018-12-13T20:46:59.360Z,2018-12-13T23:46:24.677Z,bb770f22-2ab6-4bb0-b653-8a22e9784bd7,180,P2-0141,2018-12-13 20:46:59.36
VPH,2018-12-13T20:45:23.000Z,2018-12-13T20:46:55.030Z,2018-12-13T22:00:23.000Z,b7be0689-fc42-4fd2-80b2-e5c5ed1ebe0a,50,P1-0498,2018-12-13 20:46:55.03
VPH,2018-12-13T20:46:36.000Z,2018-12-13T20:46:47.017Z,2018-12-14T07:45:00.000Z,3a85756e-47e3-49d8-89e4-18d9c8a1559d,30,P7-0067,2018-12-13 20:46:47.017
VPH,2018-12-13T20:45:35.000Z,2018-12-13T20:46:30.203Z,2018-12-14T07:06:00.000Z,1975fc9d-b6f3-4827-94f7-c9e96fba7217,21,P6-1365,2018-12-13 20:46:30.203
VPH,2018-12-13T20:45:47.000Z,2018-12-13T20:46:16.640Z,2018-12-14T07:22:30.000Z,15af26ec-c204-4602-b34f-537bc5b5b37b,35,P7-0099,2018-12-13 20:46:16.64
VPH,2018-12-13T20:45:13.000Z,2018-12-13T20:45:45.467Z,2018-12-14T07:00:13.000Z,9d09ca16-f618-4149-b7bf-a0c3d047204d,90,P1-0501,2018-12-13 20:45:45.467
PARKMACHINE,2018-12-13T20:45:04.603Z,2018-12-13T20:45:43.937Z,2018-12-13T21:45:04.603Z,6af74208-1033-48e6-aa32-13a2f408635f,20,P6-1114,2018-12-13 20:45:43.937
VPH,2018-12-13T20:44:28.000Z,2018-12-13T20:45:34.920Z,2018-12-14T08:40:00.000Z,28eafe4b-aec4-4f61-bc6f-514aee9530ef,50,P5-1337,2018-12-13 20:45:34.92
PARKMACHINE,2018-12-13T20:45:08.403Z,2018-12-13T20:45:31.327Z,2018-12-13T22:45:08.403Z,2c31ca1a-9f54-440b-80cc-bcc8b8261a19,80,P1-0498,2018-12-13 20:45:31.327
PARKMACHINE,2018-12-13T20:48:16.937Z,2018-12-13T20:45:30.843Z,2018-12-13T21:18:16.937Z,1e6403aa-500c-46ea-a776-f765532087d7,15,P3-0419,2018-12-13 20:45:30.843
VPH,2018-12-13T20:44:24.000Z,2018-12-13T20:45:05.670Z,2018-12-13T21:59:24.000Z,51bb70ea-beb9-45a7-b349-16a0f4cd2be7,50,P1-0221,2018-12-13 20:45:05.67
VPH,2018-12-13T20:43:49.000Z,2018-12-13T20:44:37.813Z,2018-12-13T22:22:49.000Z,f493bee3-93ce-4828-b933-4bec8bdef145,66,P1-0375,2018-12-13 20:44:37.813
VPH,2018-12-13T20:43:03.000Z,2018-12-13T20:44:27.860Z,2018-12-14T10:43:03.000Z,d34702bb-f366-433f-9828-37ad9080f083,240,P1-0555,2018-12-13 20:44:27.86
PARKMACHINE,2018-12-13T20:43:40.770Z,2018-12-13T20:43:58.873Z,2018-12-13T21:43:40.770Z,39529ca0-aab3-4b7c-ba45-60ae93f9954e,40,P3-0538,2018-12-13 20:43:58.873
VPH,2018-12-13T20:43:02.000Z,2018-12-13T20:43:23.547Z,2018-12-14T08:30:00.000Z,c9f51456-e4c2-4d00-8e1b-cacfa5e104aa,50,P6-1313,2018-12-13 20:43:23.547
PARKMACHINE,2018-12-13T20:42:38.697Z,2018-12-13T20:42:53.593Z,2018-12-14T09:30:00.000Z,f001cf37-0df4-4869-98ef-70993a3c96f2,75,P5-1344,2018-12-13 20:42:53.593
VPH,2018-12-13T20:41:46.000Z,2018-12-13T20:42:45.263Z,2018-12-13T21:11:46.000Z,9267924f-04c5-4a3e-9903-4ed90d18dd44,20,P1-0217,2018-12-13 20:42:45.263
PARKMACHINE,2018-12-13T20:42:20.297Z,2018-12-13T20:42:32.390Z,2018-12-13T20:57:20.297Z,0cd67ad7-da16-4712-bcef-a4cefc68a5e0,15,P3-0369,2018-12-13 20:42:32.39
PARKMACHINE,2018-12-13T20:41:44.563Z,2018-12-13T20:42:09.453Z,2018-12-13T21:11:44.563Z,3673f7ff-854c-4c06-8d48-0043453a7e2e,20,P2-0476,2018-12-13 20:42:09.453
VPH,2018-12-13T20:41:12.000Z,2018-12-13T20:42:02.513Z,2018-12-13T21:41:12.000Z,912eec8f-52fc-466f-8a09-b5fe1af7ca9b,40,P1-0411,2018-12-13 20:42:02.513
PARKMACHINE,2018-12-13T20:41:45.587Z,2018-12-13T20:41:57.607Z,2018-12-13T21:26:45.587Z,57cf78bf-682f-49b6-b21f-6946ac9ab48e,30,P1-0447,2018-12-13 20:41:57.607
VPH,2018-12-13T20:41:02.000Z,2018-12-13T20:41:23.657Z,2018-12-13T21:11:02.000Z,38d50d23-0740-4f29-be1c-2c8bb31cdd34,20,P1-0244,2018-12-13 20:41:23.657
VPH,2018-12-13T20:40:37.000Z,2018-12-13T20:41:19.000Z,2018-12-14T10:00:00.000Z,f5c5b052-c1c2-40d9-95ae-da33c5633d85,60,P4-1485,2018-12-13 20:41:19.0
PARKMACHINE,2018-12-13T20:40:48.303Z,2018-12-13T20:41:06.467Z,2018-12-13T21:40:48.303Z,e61a940b-f84e-4675-a90c-005771636ce5,80,P1-0607,2018-12-13 20:41:06.467
VPH,2018-12-13T20:40:56.000Z,2018-12-13T20:41:05.000Z,2018-12-14T08:15:00.000Z,19738c1f-fbf4-478c-91e6-1494de5ec929,50,P2-0236,2018-12-13 20:41:05.0
PARKMACHINE,2018-12-13T20:40:01.093Z,2018-12-13T20:40:17.410Z,2018-12-13T21:40:01.093Z,e9419b12-c250-4fce-850c-d81d3eb1f512,30,P3-0111,2018-12-13 20:40:17.41
PARKMACHINE,2018-12-13T20:37:41.117Z,2018-12-13T20:31:47.020Z,2018-12-13T21:37:41.117Z,c76b5f35-ad98-4537-88c5-dc3ab6b27531,60,P7-0132,2018-12-13 20:31:47.02
PARKMACHINE,2018-12-13T20:30:48.177Z,2018-12-13T20:31:44.770Z,2018-12-13T21:45:48.177Z,46920b6f-6b35-41ad-afe3-a450c8faed71,38,P3-0350,2018-12-13 20:31:44.77
VPH,2018-12-13T20:29:51.000Z,2018-12-13T20:31:35.067Z,2018-12-14T11:52:30.000Z,7ef0415e-3cf7-4c9d-a274-05302036fec6,195,P2-0322,2018-12-13 20:31:35.067
PARKMACHINE,2018-12-13T21:02:29.430Z,2018-12-13T20:31:31.940Z,2018-12-14T07:00:00.000Z,5ddbc4c5-6074-430a-8a73-b06a94375055,78,P1-0304,2018-12-13 20:31:31.94
VPH,2018-12-13T20:30:24.000Z,2018-12-13T20:31:27.160Z,2018-12-14T05:00:00.000Z,ad806473-f5cc-4bf6-a2ac-e86a8762b062,20,P7-0115,2018-12-13 20:31:27.16
VPH,2018-12-13T20:29:23.000Z,2018-12-13T20:30:18.113Z,2018-12-13T21:29:23.000Z,52968299-6274-42fe-a358-b77506265e9b,40,P1-0447,2018-12-13 20:30:18.113
VPH,2018-12-13T20:29:17.000Z,2018-12-13T20:30:10.470Z,2018-12-14T05:00:00.000Z,5ff3d5cb-2014-4581-ac67-a8884a972a2c,20,P6-1536,2018-12-13 20:30:10.47
PARKMACHINE,2018-12-13T20:32:10.827Z,2018-12-13T20:29:49.190Z,2018-12-13T21:02:10.827Z,d2708676-83ef-4ce2-b55f-098c89ef1f3b,20,P2-0596,2018-12-13 20:29:49.19
PARKMACHINE,2018-12-13T20:56:16.337Z,2018-12-13T20:29:43.783Z,2018-12-13T22:11:16.337Z,db0aabcf-75cd-4e0c-a7e2-8265d035ffdd,50,P1-0219,2018-12-13 20:29:43.783
PARKMACHINE,2018-12-13T20:28:49.397Z,2018-12-13T20:29:08.923Z,2018-12-14T07:30:00.000Z,812d0705-ae7b-425f-bb9e-7ba7654c3d80,30,P6-1415,2018-12-13 20:29:08.923
VPH,2018-12-13T20:27:56.000Z,2018-12-13T20:28:33.127Z,2018-12-14T07:06:00.000Z,d70c21f8-ad9c-472b-b607-efac681eec31,21,P6-0449,2018-12-13 20:28:33.127
VPH,2018-12-13T20:27:46.000Z,2018-12-13T20:28:30.050Z,2018-12-14T05:00:00.000Z,0096d453-7d03-4485-bf23-a9a200c509ab,20,P6-1393,2018-12-13 20:28:30.05
VPH,2018-12-13T20:27:32.000Z,2018-12-13T20:28:18.313Z,2018-12-13T21:42:32.000Z,e77e1d21-58b2-49a8-a4da-0b04728d5ec2,50,P1-0496,2018-12-13 20:28:18.313
